project_id,application_number,total_billed_this_app,cumulative_billed,lines_count,retention_held,net_payment_due
PRJ-2018-006,6,605100,4018300,15,401830.0,3616470.0
PRJ-2018-006,7,619200,4637500,15,463750.0,4173750.0
PRJ-2018-006,8,614900,5252400,15,525240.0,4727160.0
PRJ-2018-006,9,581800,5834200,15,583420.0,5250780.0
PRJ-2018-006,10,613900,6448100,15,644810.0,5803290.0
PRJ-2018-006,11,602900,7051000,15,705100.0,6345900.0
PRJ-2018-006,12,589500,7640500,15,764050.0,6876450.0
PRJ-2018-006,13,551700,8192200,15,819220.0,7372980.0
PRJ-2018-006,14,529500,8721700,15,872170.0,7849530.0
PRJ-2018-006,15,530100,8968700,14,896870.0,8071830.0
PRJ-2018-006,16,542200,8812000,13,881200.0,7930800.0
PRJ-2018-006,18,17200,4957900,8,495790.0,4462110.0
PRJ-2018-006,19,160900,8990100,13,899010.0,8091090.0
PRJ-2018-007,2,2866900,2866900,12,286690.0,2580210.0
PRJ-2018-007,3,2826100,5693000,15,569300.0,5123700.0
PRJ-2018-007,4,2150100,7843100,15,784310.0,7058790.0
PRJ-2018-007,5,1999300,9842400,15,984240.0,8858160.0
PRJ-2018-007,6,2019600,11862000,15,1186200.0,10675800.0
PRJ-2018-007,7,2046300,13908300,15,1390830.0,12517470.0
PRJ-2018-007,8,1830200,15738500,15,1573850.0,14164650.0
PRJ-2018-007,9,1740700,17479200,15,1747920.0,15731280.0
PRJ-2018-007,10,387100,17866300,15,1786630.0,16079670.0
PRJ-2018-007,11,568800,17806600,14,1780660.0,16025940.0
PRJ-2018-008,2,397500,397500,9,39750.0,357750.0
PRJ-2018-008,3,448300,845800,12,84580.0,761220.0
PRJ-2018-008,4,530600,1376400,12,137640.0,1238760.0
PRJ-2018-008,5,410200,1786600,15,178660.0,1607940.0
PRJ-2018-008,6,297200,2083800,15,208380.0,1875420.0
PRJ-2018-008,7,302600,2386400,15,238640.0,2147760.0
PRJ-2018-008,8,284200,2670600,15,267060.0,2403540.0
PRJ-2018-008,9,301500,2972100,15,297210.0,2674890.0
PRJ-2018-008,10,284800,3256900,15,325690.0,2931210.0
PRJ-2018-008,11,299400,3556300,15,355630.0,3200670.0
PRJ-2018-008,12,281900,3838200,15,383820.0,3454380.0
PRJ-2018-008,13,301900,4140100,15,414010.0,3726090.0
PRJ-2018-008,14,293700,4433800,15,443380.0,3990420.0
PRJ-2018-008,15,291700,4725500,15,472550.0,4252950.0
PRJ-2018-008,16,275300,5000800,15,500080.0,4500720.0
PRJ-2018-008,17,245000,5245800,15,524580.0,4721220.0
PRJ-2018-008,18,253000,5300900,14,530090.0,4770810.0
PRJ-2018-008,19,266400,5126900,13,512690.0,4614210.0
PRJ-2018-008,20,251400,5378300,13,537830.0,4840470.0
PRJ-2018-008,22,800,692300,2,69230.0,623070.0
PRJ-2018-008,23,69600,5448700,13,544870.0,4903830.0
PRJ-2018-008,24,80600,5529300,13,552930.0,4976370.0
PRJ-2018-009,2,1852800,1852800,12,185280.0,1667520.0
PRJ-2018-009,3,2249100,4101900,15,410190.0,3691710.0
PRJ-2018-009,4,1414800,5516700,15,551670.0,4965030.0
PRJ-2018-009,5,1336200,6852900,15,685290.0,6167610.0
PRJ-2018-009,6,1347100,8200000,15,820000.0,7380000.0
PRJ-2018-009,7,1323000,9523000,15,952300.0,8570700.0
PRJ-2018-009,8,1332100,10855100,15,1085510.0,9769590.0
PRJ-2018-009,9,1245500,12100600,15,1210060.0,10890540.0
PRJ-2018-009,10,1158200,13258800,15,1325880.0,11932920.0
PRJ-2018-009,11,1173200,14432000,15,1443200.0,12988800.0
PRJ-2018-009,12,5800,2928900,2,292890.0,2636010.0
PRJ-2018-009,13,301400,13223700,13,1322370.0,11901330.0
PRJ-2018-010,2,2607600,2607600,12,260760.0,2346840.0
PRJ-2018-010,3,1983000,4590600,15,459060.0,4131540.0
PRJ-2018-010,4,1729400,6320000,15,632000.0,5688000.0
PRJ-2018-010,5,1692300,8012300,15,801230.0,7211070.0
PRJ-2018-010,6,1729100,9741400,15,974140.0,8767260.0
PRJ-2018-010,7,1474400,11215800,15,1121580.0,10094220.0
PRJ-2018-010,8,780500,11996300,15,1199630.0,10796670.0
PRJ-2018-010,9,522300,12270000,14,1227000.0,11043000.0
PRJ-2018-011,2,5124300,5124300,12,512430.0,4611870.0
PRJ-2018-011,3,6825600,11949900,15,1194990.0,10754910.0
PRJ-2018-011,4,3803900,15753800,15,1575380.0,14178420.0
PRJ-2018-011,5,3698900,19452700,15,1945270.0,17507430.0
PRJ-2018-011,6,3755100,23207800,15,2320780.0,20887020.0
PRJ-2018-011,7,3882500,27090300,15,2709030.0,24381270.0
PRJ-2018-011,8,3668700,30759000,15,3075900.0,27683100.0
PRJ-2018-011,9,3694400,34453400,15,3445340.0,31008060.0
PRJ-2018-011,10,3384900,37838300,15,3783830.0,34054470.0
PRJ-2018-011,11,3430000,41268300,15,4126830.0,37141470.0
PRJ-2018-011,12,3346500,44614800,15,4461480.0,40153320.0
PRJ-2018-011,13,100,2957500,1,295750.0,2661750.0
PRJ-2018-011,14,387800,40819900,13,4081990.0,36737910.0
PRJ-2018-012,2,878100,878100,9,87810.0,790290.0
PRJ-2018-012,3,1021500,1899600,12,189960.0,1709640.0
PRJ-2018-012,4,849400,2749000,15,274900.0,2474100.0
PRJ-2018-012,5,624600,3373600,15,337360.0,3036240.0
PRJ-2018-012,6,613100,3986700,15,398670.0,3588030.0
PRJ-2018-012,7,615500,4602200,15,460220.0,4141980.0
PRJ-2018-012,8,609100,5211300,15,521130.0,4690170.0
PRJ-2018-012,9,595800,5807100,15,580710.0,5226390.0
PRJ-2018-012,10,630400,6437500,15,643750.0,5793750.0
PRJ-2018-012,11,599400,7036900,15,703690.0,6333210.0
PRJ-2018-012,12,540200,7577100,15,757710.0,6819390.0
PRJ-2018-012,13,535200,8112300,15,811230.0,7301070.0
PRJ-2018-012,14,529200,8293000,14,829300.0,7463700.0
PRJ-2018-012,15,11500,4623900,8,462390.0,4161510.0
PRJ-2018-012,16,155500,7855900,13,785590.0,7070310.0
PRJ-2018-012,17,173100,8029000,13,802900.0,7226100.0
PRJ-2018-013,2,347900,347900,9,34790.0,313110.0
PRJ-2018-013,3,430600,778500,12,77850.0,700650.0
PRJ-2018-013,4,437900,1216400,15,121640.0,1094760.0
PRJ-2018-013,5,264000,1480400,15,148040.0,1332360.0
PRJ-2018-013,6,252500,1732900,15,173290.0,1559610.0
PRJ-2018-013,7,253400,1986300,15,198630.0,1787670.0
PRJ-2018-013,8,261800,2248100,15,224810.0,2023290.0
PRJ-2018-013,9,244700,2492800,15,249280.0,2243520.0
PRJ-2018-013,10,263700,2756500,15,275650.0,2480850.0
PRJ-2018-013,11,250100,3006600,15,300660.0,2705940.0
PRJ-2018-013,12,254200,3260800,15,326080.0,2934720.0
PRJ-2018-013,13,247900,3508700,15,350870.0,3157830.0
PRJ-2018-013,14,226400,3735100,15,373510.0,3361590.0
PRJ-2018-013,15,227600,3701700,14,370170.0,3331530.0
PRJ-2018-013,16,221800,3796200,13,379620.0,3416580.0
PRJ-2018-013,17,235200,4031400,13,403140.0,3628260.0
PRJ-2018-013,20,48900,4080300,13,408030.0,3672270.0
PRJ-2018-014,2,1225700,1225700,9,122570.0,1103130.0
PRJ-2018-014,3,1606700,2832400,12,283240.0,2549160.0
PRJ-2018-014,4,993200,3825600,15,382560.0,3443040.0
PRJ-2018-014,5,960700,4786300,15,478630.0,4307670.0
PRJ-2018-014,6,887700,5674000,15,567400.0,5106600.0
PRJ-2018-014,7,918700,6592700,15,659270.0,5933430.0
PRJ-2018-014,8,892000,7484700,15,748470.0,6736230.0
PRJ-2018-014,9,922300,8407000,15,840700.0,7566300.0
PRJ-2018-014,10,882200,9289200,15,928920.0,8360280.0
PRJ-2018-014,11,799300,10088500,15,1008850.0,9079650.0
PRJ-2018-014,12,770200,10473900,14,1047390.0,9426510.0
PRJ-2018-014,13,242000,9815100,13,981510.0,8833590.0
PRJ-2018-014,14,250800,10065900,13,1006590.0,9059310.0
PRJ-2018-014,15,260100,10326000,13,1032600.0,9293400.0
PRJ-2018-015,2,1795400,1795400,9,179540.0,1615860.0
PRJ-2018-015,3,2139300,3934700,12,393470.0,3541230.0
PRJ-2018-015,4,2218700,6153400,15,615340.0,5538060.0
PRJ-2018-015,5,1309300,7462700,15,746270.0,6716430.0
PRJ-2018-015,6,1279600,8742300,15,874230.0,7868070.0
PRJ-2018-015,7,1283200,10025500,15,1002550.0,9022950.0
PRJ-2018-015,8,1252700,11278200,15,1127820.0,10150380.0
PRJ-2018-015,9,1244700,12522900,15,1252290.0,11270610.0
PRJ-2018-015,10,1320100,13843000,15,1384300.0,12458700.0
PRJ-2018-015,11,1259200,15102200,15,1510220.0,13591980.0
PRJ-2018-015,12,1273600,16375800,15,1637580.0,14738220.0
PRJ-2018-015,13,1232800,17608600,15,1760860.0,15847740.0
PRJ-2018-015,14,1121800,18730400,15,1873040.0,16857360.0
PRJ-2018-015,15,1134700,19377100,14,1937710.0,17439390.0
PRJ-2018-015,16,1157900,18898600,13,1889860.0,17008740.0
PRJ-2018-015,17,1101600,20000200,13,2000020.0,18000180.0
PRJ-2018-015,20,246200,20246400,13,2024640.0,18221760.0
PRJ-2018-016,2,1576700,1576700,9,157670.0,1419030.0
PRJ-2018-016,3,1956200,3532900,12,353290.0,3179610.0
PRJ-2018-016,4,1887000,5419900,15,541990.0,4877910.0
PRJ-2018-016,5,1238800,6658700,15,665870.0,5992830.0
PRJ-2018-016,6,1154400,7813100,15,781310.0,7031790.0
PRJ-2018-016,7,1157900,8971000,15,897100.0,8073900.0
PRJ-2018-016,8,1135900,10106900,15,1010690.0,9096210.0
PRJ-2018-016,9,1145600,11252500,15,1125250.0,10127250.0
PRJ-2018-016,10,1126900,12379400,15,1237940.0,11141460.0
PRJ-2018-016,11,1190000,13569400,15,1356940.0,12212460.0
PRJ-2018-016,12,1167400,14736800,15,1473680.0,13263120.0
PRJ-2018-016,13,1102300,15839100,15,1583910.0,14255190.0
PRJ-2018-016,14,1062500,16901600,15,1690160.0,15211440.0
PRJ-2018-016,15,999000,17900600,15,1790060.0,16110540.0
PRJ-2018-016,16,1005100,17036200,13,1703620.0,15332580.0
PRJ-2018-016,17,1037000,18073200,13,1807320.0,16265880.0
PRJ-2018-016,20,200900,18274100,13,1827410.0,16446690.0
PRJ-2018-017,2,3051800,3051800,12,305180.0,2746620.0
PRJ-2018-017,3,2937300,5989100,15,598910.0,5390190.0
PRJ-2018-017,4,2266500,8255600,15,825560.0,7430040.0
PRJ-2018-017,5,2033500,10289100,15,1028910.0,9260190.0
PRJ-2018-017,6,2082000,12371100,15,1237110.0,11133990.0
PRJ-2018-017,7,2094700,14465800,15,1446580.0,13019220.0
PRJ-2018-017,8,1929800,16395600,15,1639560.0,14756040.0
PRJ-2018-017,9,1899900,18295500,15,1829550.0,16465950.0
PRJ-2018-017,10,359900,18174000,14,1817400.0,16356600.0
PRJ-2018-017,11,572500,17099300,13,1709930.0,15389370.0
PRJ-2018-018,2,750800,750800,9,75080.0,675720.0
PRJ-2018-018,3,882900,1633700,12,163370.0,1470330.0
PRJ-2018-018,4,971500,2605200,12,260520.0,2344680.0
PRJ-2018-018,5,538800,3144000,15,314400.0,2829600.0
PRJ-2018-018,6,557600,3701600,15,370160.0,3331440.0
PRJ-2018-018,7,513300,4214900,15,421490.0,3793410.0
PRJ-2018-018,8,541100,4756000,15,475600.0,4280400.0
PRJ-2018-018,9,508700,5264700,15,526470.0,4738230.0
PRJ-2018-018,10,544700,5809400,15,580940.0,5228460.0
PRJ-2018-018,11,519900,6329300,15,632930.0,5696370.0
PRJ-2018-018,12,528700,6858000,15,685800.0,6172200.0
PRJ-2018-018,13,526700,7384700,15,738470.0,6646230.0
PRJ-2018-018,14,493300,7878000,15,787800.0,7090200.0
PRJ-2018-018,15,463400,8341400,15,834140.0,7507260.0
PRJ-2018-018,16,458300,8051600,14,805160.0,7246440.0
PRJ-2018-018,17,476400,8321400,13,832140.0,7489260.0
PRJ-2018-018,18,31200,8352600,13,835260.0,7517340.0
PRJ-2018-018,19,148900,8501500,13,850150.0,7651350.0
PRJ-2018-018,20,150400,8651900,13,865190.0,7786710.0
PRJ-2018-018,21,152800,8804700,13,880470.0,7924230.0
PRJ-2018-019,2,1060700,1060700,9,106070.0,954630.0
PRJ-2018-019,3,1109700,2170400,9,217040.0,1953360.0
PRJ-2018-019,4,1378900,3549300,12,354930.0,3194370.0
PRJ-2018-019,5,1448300,4997600,12,499760.0,4497840.0
PRJ-2018-019,6,896000,5893600,15,589360.0,5304240.0
PRJ-2018-019,7,784700,6678300,15,667830.0,6010470.0
PRJ-2018-019,8,791200,7469500,15,746950.0,6722550.0
PRJ-2018-019,9,746600,8216100,15,821610.0,7394490.0
PRJ-2018-019,10,781500,8997600,15,899760.0,8097840.0
PRJ-2018-019,11,778700,9776300,15,977630.0,8798670.0
PRJ-2018-019,12,776000,10552300,15,1055230.0,9497070.0
PRJ-2018-019,13,767700,11320000,15,1132000.0,10188000.0
PRJ-2018-019,14,755200,12075200,15,1207520.0,10867680.0
PRJ-2018-019,15,775400,12850600,15,1285060.0,11565540.0
PRJ-2018-019,16,777500,13628100,15,1362810.0,12265290.0
PRJ-2018-019,17,769600,14397700,15,1439770.0,12957930.0
PRJ-2018-019,18,756200,15153900,15,1515390.0,13638510.0
PRJ-2018-019,19,733000,15886900,15,1588690.0,14298210.0
PRJ-2018-019,20,669500,16556400,15,1655640.0,14900760.0
PRJ-2018-019,21,659600,16740000,14,1674000.0,15066000.0
PRJ-2018-019,22,689100,17429100,14,1742910.0,15686190.0
PRJ-2018-019,23,678400,16601900,13,1660190.0,14941710.0
PRJ-2018-019,24,678600,17280500,13,1728050.0,15552450.0
PRJ-2018-019,27,132300,17412800,13,1741280.0,15671520.0
PRJ-2018-019,28,219700,17632500,13,1763250.0,15869250.0
PRJ-2018-019,29,229100,17861600,13,1786160.0,16075440.0
PRJ-2018-020,2,610800,610800,9,61080.0,549720.0
PRJ-2018-020,3,699900,1310700,12,131070.0,1179630.0
PRJ-2018-020,4,818900,2129600,12,212960.0,1916640.0
PRJ-2018-020,5,467300,2596900,15,259690.0,2337210.0
PRJ-2018-020,6,431300,3028200,15,302820.0,2725380.0
PRJ-2018-020,7,460300,3488500,15,348850.0,3139650.0
PRJ-2018-020,8,437300,3925800,15,392580.0,3533220.0
PRJ-2018-020,9,453000,4378800,15,437880.0,3940920.0
PRJ-2018-020,10,421500,4800300,15,480030.0,4320270.0
PRJ-2018-020,11,458700,5259000,15,525900.0,4733100.0
PRJ-2018-020,12,442100,5701100,15,570110.0,5130990.0
PRJ-2018-020,13,440300,6141400,15,614140.0,5527260.0
PRJ-2018-020,14,430100,6571500,15,657150.0,5914350.0
PRJ-2018-020,15,385800,6957300,15,695730.0,6261570.0
PRJ-2018-020,16,382900,6510300,13,651030.0,5859270.0
PRJ-2018-020,17,392100,6902400,13,690240.0,6212160.0
PRJ-2018-020,18,27600,6930000,13,693000.0,6237000.0
PRJ-2018-020,19,120900,7050900,13,705090.0,6345810.0
PRJ-2018-020,20,128300,7179200,13,717920.0,6461280.0
PRJ-2018-020,21,125300,7304500,13,730450.0,6574050.0
PRJ-2018-021,2,3329200,3329200,9,332920.0,2996280.0
PRJ-2018-021,3,3438600,6767800,12,676780.0,6091020.0
PRJ-2018-021,4,4186300,10954100,12,1095410.0,9858690.0
PRJ-2018-021,5,3667700,14621800,15,1462180.0,13159620.0
PRJ-2018-021,6,2532800,17154600,15,1715460.0,15439140.0
PRJ-2018-021,7,2275700,19430300,15,1943030.0,17487270.0
PRJ-2018-021,8,2277700,21708000,15,2170800.0,19537200.0
PRJ-2018-021,9,2281900,23989900,15,2398990.0,21590910.0
PRJ-2018-021,10,2297800,26287700,15,2628770.0,23658930.0
PRJ-2018-021,11,2279800,28567500,15,2856750.0,25710750.0
PRJ-2018-021,12,2293800,30861300,15,3086130.0,27775170.0
PRJ-2018-021,13,2322500,33183800,15,3318380.0,29865420.0
PRJ-2018-021,14,2204000,35387800,15,3538780.0,31849020.0
PRJ-2018-021,15,2244000,37631800,15,3763180.0,33868620.0
PRJ-2018-021,16,2393000,40024800,15,4002480.0,36022320.0
PRJ-2018-021,17,2132200,42157000,15,4215700.0,37941300.0
PRJ-2018-021,18,1975600,44132600,15,4413260.0,39719340.0
PRJ-2018-021,19,2102100,46234700,15,4623470.0,41611230.0
PRJ-2018-021,20,1933900,43131400,13,4313140.0,38818260.0
PRJ-2018-021,21,2051200,45182600,13,4518260.0,40664340.0
PRJ-2018-021,22,1997200,47179800,13,4717980.0,42461820.0
PRJ-2018-021,25,34700,26473300,7,2647330.0,23825970.0
PRJ-2018-021,26,597800,47812300,13,4781230.0,43031070.0
PRJ-2018-022,2,3382800,3382800,9,338280.0,3044520.0
PRJ-2018-022,3,4343500,7726300,12,772630.0,6953670.0
PRJ-2018-022,4,2926000,10652300,15,1065230.0,9587070.0
PRJ-2018-022,5,2547700,13200000,15,1320000.0,11880000.0
PRJ-2018-022,6,2411500,15611500,15,1561150.0,14050350.0
PRJ-2018-022,7,2452400,18063900,15,1806390.0,16257510.0
PRJ-2018-022,8,2364200,20428100,15,2042810.0,18385290.0
PRJ-2018-022,9,2456900,22885000,15,2288500.0,20596500.0
PRJ-2018-022,10,2433400,25318400,15,2531840.0,22786560.0
PRJ-2018-022,11,2197500,27515900,15,2751590.0,24764310.0
PRJ-2018-022,12,2090700,29606600,15,2960660.0,26645940.0
PRJ-2018-022,13,2113900,31720500,15,3172050.0,28548450.0
PRJ-2018-022,14,349700,28630200,13,2863020.0,25767180.0
PRJ-2018-022,15,681900,29312100,13,2931210.0,26380890.0
PRJ-2018-022,16,707300,30019400,13,3001940.0,27017460.0
PRJ-2018-023,2,669900,669900,9,66990.0,602910.0
PRJ-2018-023,3,808900,1478800,12,147880.0,1330920.0
PRJ-2018-023,4,855600,2334400,12,233440.0,2100960.0
PRJ-2018-023,5,497600,2832000,15,283200.0,2548800.0
PRJ-2018-023,6,486100,3318100,15,331810.0,2986290.0
PRJ-2018-023,7,489900,3808000,15,380800.0,3427200.0
PRJ-2018-023,8,460900,4268900,15,426890.0,3842010.0
PRJ-2018-023,9,497700,4766600,15,476660.0,4289940.0
PRJ-2018-023,10,478500,5245100,15,524510.0,4720590.0
PRJ-2018-023,11,481900,5727000,15,572700.0,5154300.0
PRJ-2018-023,12,468600,6195600,15,619560.0,5576040.0
PRJ-2018-023,13,472600,6668200,15,666820.0,6001380.0
PRJ-2018-023,14,453500,7121700,15,712170.0,6409530.0
PRJ-2018-023,15,422300,7544000,15,754400.0,6789600.0
PRJ-2018-023,16,410600,7954600,15,795460.0,7159140.0
PRJ-2018-023,17,413800,7408100,13,740810.0,6667290.0
PRJ-2018-023,18,33500,7352000,12,735200.0,6616800.0
PRJ-2018-023,19,130400,7572000,13,757200.0,6814800.0
PRJ-2018-023,20,138300,7710300,13,771030.0,6939270.0
PRJ-2018-023,21,135400,7845700,13,784570.0,7061130.0
PRJ-2018-024,2,2168200,2168200,9,216820.0,1951380.0
PRJ-2018-024,3,2832200,5000400,12,500040.0,4500360.0
PRJ-2018-024,4,1853100,6853500,15,685350.0,6168150.0
PRJ-2018-024,5,1620600,8474100,15,847410.0,7626690.0
PRJ-2018-024,6,1621900,10096000,15,1009600.0,9086400.0
PRJ-2018-024,7,1558500,11654500,15,1165450.0,10489050.0
PRJ-2018-024,8,1568600,13223100,15,1322310.0,11900790.0
PRJ-2018-024,9,1599600,14822700,15,1482270.0,13340430.0
PRJ-2018-024,10,1540600,16363300,15,1636330.0,14726970.0
PRJ-2018-024,11,1402700,17766000,15,1776600.0,15989400.0
PRJ-2018-024,12,1389700,19155700,15,1915570.0,17240130.0
PRJ-2018-024,13,392400,18896600,14,1889660.0,17006940.0
PRJ-2018-024,14,455300,17751500,13,1775150.0,15976350.0
PRJ-2018-024,15,451500,18203000,13,1820300.0,16382700.0
PRJ-2018-025,2,1102500,1102500,9,110250.0,992250.0
PRJ-2018-025,3,1169100,2271600,9,227160.0,2044440.0
PRJ-2018-025,4,1404800,3676400,12,367640.0,3308760.0
PRJ-2018-025,5,1457400,5133800,12,513380.0,4620420.0
PRJ-2018-025,6,884800,6018600,15,601860.0,5416740.0
PRJ-2018-025,7,815300,6833900,15,683390.0,6150510.0
PRJ-2018-025,8,813900,7647800,15,764780.0,6883020.0
PRJ-2018-025,9,803400,8451200,15,845120.0,7606080.0
PRJ-2018-025,10,792000,9243200,15,924320.0,8318880.0
PRJ-2018-025,11,792400,10035600,15,1003560.0,9032040.0
PRJ-2018-025,12,805000,10840600,15,1084060.0,9756540.0
PRJ-2018-025,13,793500,11634100,15,1163410.0,10470690.0
PRJ-2018-025,14,823100,12457200,15,1245720.0,11211480.0
PRJ-2018-025,15,771700,13228900,15,1322890.0,11906010.0
PRJ-2018-025,16,796700,14025600,15,1402560.0,12623040.0
PRJ-2018-025,17,808700,14834300,15,1483430.0,13350870.0
PRJ-2018-025,18,759900,15594200,15,1559420.0,14034780.0
PRJ-2018-025,19,694700,15738600,14,1573860.0,14164740.0
PRJ-2018-025,20,687400,16426000,14,1642600.0,14783400.0
PRJ-2018-025,21,717000,15559500,13,1555950.0,14003550.0
PRJ-2018-025,22,685000,16244500,13,1624450.0,14620050.0
PRJ-2018-025,23,684100,16928600,13,1692860.0,15235740.0
PRJ-2018-025,25,31600,12990900,10,1299090.0,11691810.0
PRJ-2018-025,26,212900,17173100,13,1717310.0,15455790.0
PRJ-2018-025,27,220400,17393500,13,1739350.0,15654150.0
PRJ-2018-025,28,234700,17628200,13,1762820.0,15865380.0
PRJ-2018-026,2,424100,424100,9,42410.0,381690.0
PRJ-2018-026,3,519200,943300,12,94330.0,848970.0
PRJ-2018-026,4,533600,1476900,15,147690.0,1329210.0
PRJ-2018-026,5,329900,1806800,15,180680.0,1626120.0
PRJ-2018-026,6,320800,2127600,15,212760.0,1914840.0
PRJ-2018-026,7,302300,2429900,15,242990.0,2186910.0
PRJ-2018-026,8,315200,2745100,15,274510.0,2470590.0
PRJ-2018-026,9,309400,3054500,15,305450.0,2749050.0
PRJ-2018-026,10,316600,3371100,15,337110.0,3033990.0
PRJ-2018-026,11,313100,3684200,15,368420.0,3315780.0
PRJ-2018-026,12,309800,3994000,15,399400.0,3594600.0
PRJ-2018-026,13,303300,4297300,15,429730.0,3867570.0
PRJ-2018-026,14,270300,4567600,15,456760.0,4110840.0
PRJ-2018-026,15,282700,4710800,14,471080.0,4239720.0
PRJ-2018-026,16,276000,4573900,13,457390.0,4116510.0
PRJ-2018-026,17,271000,4844900,13,484490.0,4360410.0
PRJ-2018-026,20,56200,4901100,13,490110.0,4410990.0
