project_id,sov_line_id,bac,pct_complete,pct_manually_adjusted,total_actual_cost,actual_labor_cost,actual_material_cost,ot_ratio_pct,cost_variance_usd,earned_value,cpi,eac,vac,cpi_status
PRJ-2024-002,PRJ-2024-002-SOV-15,462400,97.9,True,57116.95,57116.95,0.0,2.38,369883.05,452689.60000000003,7.925661296690388,58342.134831460666,404057.86516853934,Efficient
PRJ-2024-003,PRJ-2024-003-SOV-01,344700,100.0,False,272412.03,272412.03,0.0,5.84,-36712.02999999997,344700.0,1.2653626199988304,272412.03,72287.96999999997,Efficient
PRJ-2024-003,PRJ-2024-003-SOV-02,140800,100.0,False,119977.48,119977.48,0.0,5.48,-34877.48,140800.0,1.1735535702200113,119977.48,20822.520000000004,Efficient
PRJ-2024-003,PRJ-2024-003-SOV-03,520300,99.9,True,358950.03,135704.5,223245.53000000003,5.95,26349.96999999997,519779.70000000007,1.4480558756326056,359309.33933933935,160990.66066066065,Efficient
PRJ-2024-003,PRJ-2024-003-SOV-04,647400,99.7,True,481388.39,295265.19999999995,186123.19,11.12,-100488.38999999996,645457.8,1.3408254403476578,482836.90070210636,164563.09929789364,Efficient
PRJ-2024-003,PRJ-2024-003-SOV-05,524500,99.7,True,390032.18,248444.2,141587.98,8.71,-89732.18,522926.5,1.340726552357808,391205.7973921765,133294.20260782348,Efficient
PRJ-2024-003,PRJ-2024-003-SOV-06,352400,99.7,True,207863.04,76303.01999999999,131560.02,4.33,9736.96000000002,351342.8,1.6902610488136802,208488.50551654966,143911.49448345034,Efficient
PRJ-2024-003,PRJ-2024-003-SOV-07,661300,99.7,True,602647.5499999999,80378.95999999999,522268.59,4.74,-504547.54999999993,659316.1,1.0940326564009097,604460.9327983952,56839.067201604834,On Track
PRJ-2024-003,PRJ-2024-003-SOV-08,528800,99.6,True,464774.91,77182.04999999999,387592.86,5.22,-386274.91,526684.8,1.1332040277303266,466641.4759036144,62158.524096385576,On Track
PRJ-2024-003,PRJ-2024-003-SOV-09,492800,99.6,True,495855.16,140777.4,355077.76,4.39,-407655.16,490828.8,0.9898632495828016,497846.5461847389,-5046.546184738923,Watch
PRJ-2024-003,PRJ-2024-003-SOV-10,487000,97.6,False,387699.55,216193.53,171506.02000000002,10.4,-86099.54999999999,475312.0,1.2259802726105822,397233.1454918033,89766.8545081967,Efficient
PRJ-2024-003,PRJ-2024-003-SOV-11,198600,97.3,True,170426.96,109134.25,61292.71,5.66,-54626.95999999999,193237.8,1.1338452554689704,175156.17677286742,23443.823227132583,On Track
PRJ-2024-003,PRJ-2024-003-SOV-12,316900,97.6,True,168187.56,79932.11,88255.45,4.61,-24587.56,309294.39999999997,1.838984999841843,172323.31967213115,144576.68032786885,Efficient
PRJ-2024-003,PRJ-2024-003-SOV-13,113800,97.9,False,41378.48,41378.48,0.0,7.24,9321.520000000004,111410.20000000001,2.69246719550839,42266.06741573034,71533.93258426967,Efficient
PRJ-2024-003,PRJ-2024-003-SOV-14,110700,97.8,True,26707.45,26707.45,0.0,4.85,46592.55,108264.59999999999,4.053722837635191,27308.23108384458,83391.76891615542,Efficient
PRJ-2024-003,PRJ-2024-003-SOV-15,104000,97.5,False,34787.329999999994,34787.329999999994,0.0,6.67,35312.670000000006,101400.0,2.9148543449583517,35679.312820512816,68320.68717948718,Efficient
PRJ-2024-004,PRJ-2024-004-SOV-01,1139800,100.0,False,278575.35,278575.35,0.0,5.3,825924.65,1139800.0,4.091532147406438,278575.35,861224.65,Efficient
PRJ-2024-004,PRJ-2024-004-SOV-02,321000,100.0,False,105433.87,105433.87,0.0,5.23,178966.13,321000.0,3.044562435202274,105433.87,215566.13,Efficient
PRJ-2024-004,PRJ-2024-004-SOV-03,1352200,99.7,True,658029.0499999999,134287.52,523741.53,4.43,652470.9500000001,1348143.4,2.048759701414398,660009.0772316951,692190.9227683049,Efficient
PRJ-2024-004,PRJ-2024-004-SOV-04,1815600,99.9,True,806221.5999999999,158210.28999999998,648011.3099999999,5.83,1056578.4,1813784.4000000001,2.2497343162227366,807028.6286286284,1008571.3713713716,Efficient
PRJ-2024-004,PRJ-2024-004-SOV-05,1341100,99.5,True,689698.59,143625.09,546073.5,6.35,699501.41,1334394.5,1.9347502218324095,693164.4120603015,647935.5879396985,Efficient
PRJ-2024-004,PRJ-2024-004-SOV-06,978600,99.7,True,359385.05,83263.90999999999,276121.14,4.65,549414.95,975664.2,2.714815766543433,360466.4493480441,618133.5506519559,Efficient
PRJ-2024-004,PRJ-2024-004-SOV-07,2732100,99.8,False,2149654.93,67539.62,2082115.31,4.69,-1647354.9300000002,2726635.8,1.2684062739316024,2153962.855711423,578137.1442885771,Efficient
PRJ-2024-004,PRJ-2024-004-SOV-08,1637000,99.7,False,1355191.4500000002,85595.84999999999,1269595.6,4.28,-946591.4500000002,1632089.0,1.204323566238556,1359269.2577733202,277730.7422266798,Efficient
PRJ-2024-004,PRJ-2024-004-SOV-09,996300,99.4,True,983385.41,144859.44,838525.97,5.78,-743985.4099999999,990322.2000000001,1.0070539891373822,989321.3380281689,6978.661971831112,On Track
PRJ-2024-004,PRJ-2024-004-SOV-10,1513000,97.2,False,695488.71,82030.09,613458.62,8.55,829111.29,1470636.0,2.114536122376451,715523.3641975309,797476.6358024691,Efficient
PRJ-2024-004,PRJ-2024-004-SOV-11,743700,97.5,True,292550.31,101664.9,190885.41,4.13,405649.69,725107.5,2.4785736853261238,300051.6,443648.4,Efficient
PRJ-2024-004,PRJ-2024-004-SOV-12,824500,97.4,False,314567.32,83570.36,230996.96,7.34,270732.68,803063.0000000001,2.552912998082573,322964.39425051335,501535.60574948665,Efficient
PRJ-2024-004,PRJ-2024-004-SOV-13,359800,97.9,True,29417.51,29417.51,0.0,5.71,207182.49,352244.2,11.973963805910154,30048.529111338095,329751.4708886619,Efficient
PRJ-2024-004,PRJ-2024-004-SOV-14,324700,97.6,True,22902.15,22902.15,0.0,3.47,272697.85,316907.2,13.837443209480332,23465.31762295082,301234.6823770492,Efficient
PRJ-2024-004,PRJ-2024-004-SOV-15,260600,97.9,True,13394.4,13394.4,0.0,5.48,242405.6,255127.40000000002,19.04731828226722,13681.716036772215,246918.2839632278,Efficient
PRJ-2024-005,PRJ-2024-005-SOV-01,942200,100.0,False,409515.51,409515.51,0.0,6.02,609084.49,942200.0,2.300767558229968,409515.51,532684.49,Efficient
PRJ-2024-005,PRJ-2024-005-SOV-02,480900,100.0,False,131095.66,131095.66,0.0,4.49,322904.34,480900.0,3.6683136573705033,131095.66,349804.33999999997,Efficient
PRJ-2024-005,PRJ-2024-005-SOV-03,1392000,99.9,True,803888.19,211441.87,592446.32,7.34,645711.81,1390608.0000000002,1.7298525059809629,804692.8828828827,587307.1171171173,Efficient
PRJ-2024-005,PRJ-2024-005-SOV-04,1387100,99.7,True,690639.26,200141.86,490497.4,5.36,668460.74,1382938.7,2.0024038309087726,692717.4122367102,694382.5877632898,Efficient
PRJ-2024-005,PRJ-2024-005-SOV-05,1377100,99.9,True,706710.5399999999,208793.57,497916.97,4.86,686889.4600000001,1375722.9000000001,1.94665683067356,707417.9579579578,669682.0420420422,Efficient
PRJ-2024-005,PRJ-2024-005-SOV-06,926700,99.8,True,388872.73,99067.2,289805.53,4.83,569227.27,924846.6,2.3782757921852737,389652.03406813624,537047.9659318638,Efficient
PRJ-2024-005,PRJ-2024-005-SOV-07,1669400,99.8,True,1467922.46,109212.29,1358710.17,4.03,-1209822.46,1666061.2,1.1349790233470507,1470864.1883767534,198535.81162324664,On Track
PRJ-2024-005,PRJ-2024-005-SOV-08,1262400,99.9,True,1114217.54,91766.16,1022451.38,4.25,-857217.54,1261137.6,1.1318594033262124,1115332.8728728727,147067.12712712726,On Track
PRJ-2024-005,PRJ-2024-005-SOV-09,927500,99.8,True,940359.47,231381.05,708978.4199999999,6.64,-740759.47,925645.0,0.9843522924270652,942243.9579158316,-14743.95791583159,Watch
PRJ-2024-005,PRJ-2024-005-SOV-10,1048100,97.5,True,552387.91,103002.98,449384.93000000005,4.12,560512.09,1021897.5,1.849963551881503,566551.7025641026,481548.2974358974,Efficient
PRJ-2024-005,PRJ-2024-005-SOV-11,544600,97.5,True,351956.0,164656.55,187299.45,4.48,184744.0,530985.0,1.5086686972235166,360980.5128205128,183619.4871794872,Efficient
PRJ-2024-005,PRJ-2024-005-SOV-12,812400,97.6,True,443661.0,129620.6,314040.4,3.83,151039.00000000006,792902.4,1.7871807528721253,454570.6967213115,357829.3032786885,Efficient
PRJ-2024-005,PRJ-2024-005-SOV-13,347100,97.9,False,49418.71,49418.71,0.0,7.9,179581.29,339810.9,6.87615884752961,50478.76404494381,296621.2359550562,Efficient
PRJ-2024-005,PRJ-2024-005-SOV-14,377500,97.7,False,44314.31,44314.31,0.0,3.52,379385.69,368817.5,8.32276300815696,45357.533265097234,332142.46673490276,Efficient
PRJ-2024-005,PRJ-2024-005-SOV-15,155000,97.7,True,50603.91,50603.91,0.0,6.42,106596.09,151435.0,2.9925553183538582,51795.19959058343,103204.80040941658,Efficient
PRJ-2018-001,PRJ-2018-001-SOV-01,2477800,100.0,False,252021.73,252021.73,0.0,5.35,2477978.27,2477800.0,9.83169189418706,252021.73,2225778.27,Efficient
PRJ-2018-001,PRJ-2018-001-SOV-02,1005200,100.0,False,106076.11,106076.11,0.0,6.72,1015123.89,1005200.0,9.47621476692537,106076.11,899123.89,Efficient
PRJ-2018-001,PRJ-2018-001-SOV-03,3817300,99.9,False,1647063.7,147383.78999999998,1499679.91,7.41,2697336.3,3813482.7000000007,2.315321927136152,1648712.4124124122,2168587.5875875875,Efficient
PRJ-2018-001,PRJ-2018-001-SOV-04,5146300,99.8,True,1498138.46,126061.52,1372076.94,5.17,2895361.54,5136007.4,3.428259494786617,1501140.7414829659,3645159.2585170344,Efficient
PRJ-2018-001,PRJ-2018-001-SOV-05,3589000,99.9,True,1635343.79,134845.31999999998,1500498.47,3.81,2128656.21,3585411.0000000005,2.1924509218945336,1636980.7707707707,1952019.2292292293,Efficient
PRJ-2018-001,PRJ-2018-001-SOV-06,2067500,99.9,True,943748.17,60271.60999999999,883476.56,7.53,1157251.83,2065432.5000000002,2.1885419920867237,944692.8628628628,1122807.1371371374,Efficient
PRJ-2018-001,PRJ-2018-001-SOV-07,4421000,99.9,False,3605518.73,59865.42999999999,3545653.3,7.84,-2716418.73,4416579.000000001,1.2249496759652114,3609127.8578578574,811872.1421421426,Efficient
PRJ-2018-001,PRJ-2018-001-SOV-08,3072900,99.9,True,2371274.08,61189.39,2310084.69,7.26,-1561274.08,3069827.1000000006,1.294589742236798,2373647.7277277275,699252.2722722725,Efficient
PRJ-2018-001,PRJ-2018-001-SOV-09,3641000,99.9,True,2970707.7800000003,138372.69999999998,2832335.08,6.85,-1980807.7800000005,3637359.0000000005,1.2244082115676824,2973681.4614614616,667318.5385385384,Efficient
PRJ-2018-001,PRJ-2018-001-SOV-10,2605000,97.6,True,1168251.24,76778.93999999999,1091472.3,6.35,1645748.76,2542480.0,2.176312691095453,1196978.7295081967,1408021.2704918033,Efficient
PRJ-2018-001,PRJ-2018-001-SOV-11,1508200,97.6,True,725283.35,97348.1,627935.25,3.98,985816.65,1472003.2,2.0295560348931216,743118.1864754098,765081.8135245902,Efficient
PRJ-2018-001,PRJ-2018-001-SOV-12,2197100,97.5,True,660252.6100000001,81481.04,578771.5700000001,7.04,704847.3899999999,2142172.5,3.2444741112041946,677182.1641025642,1519917.835897436,Efficient
PRJ-2018-001,PRJ-2018-001-SOV-13,1204500,97.7,False,26768.52,26768.52,0.0,5.13,747631.48,1176796.5,43.96195605883329,27398.68986693961,1177101.3101330604,Efficient
PRJ-2018-001,PRJ-2018-001-SOV-14,799700,97.9,True,29579.87,29579.87,0.0,3.95,729820.13,782906.3,26.46753687558465,30214.37180796731,769485.6281920327,Efficient
PRJ-2018-001,PRJ-2018-001-SOV-15,711500,97.7,True,29958.36,29958.36,0.0,7.91,794741.64,695135.5,23.203389638151087,30663.62333674514,680836.3766632548,Efficient
PRJ-2018-002,PRJ-2018-002-SOV-01,1798900,100.0,False,487383.13,487383.13,0.0,5.32,1125016.87,1798900.0,3.6909361224710424,487383.13,1311516.87,Efficient
PRJ-2018-002,PRJ-2018-002-SOV-02,619100,100.0,False,157451.93,157451.93,0.0,4.0,513548.07,619100.0,3.9319937202421085,157451.93,461648.07,Efficient
PRJ-2018-002,PRJ-2018-002-SOV-03,3379100,99.8,True,1608813.0299999998,250685.67,1358127.36,5.83,1528786.9700000002,3372341.8,2.0961676323568814,1612037.1042084165,1767062.8957915835,Efficient
PRJ-2018-002,PRJ-2018-002-SOV-04,3084900,99.7,True,1294473.18,250408.46,1044064.72,5.3,1787826.82,3075645.3,2.3759822509416533,1298368.2848545637,1786531.7151454363,Efficient
PRJ-2018-002,PRJ-2018-002-SOV-05,2565800,99.8,True,1322092.85,258128.03,1063964.8199999998,6.32,1496607.15,2560668.4,1.9368294745713206,1324742.3346693388,1241057.6653306612,Efficient
PRJ-2018-002,PRJ-2018-002-SOV-06,1577100,99.7,True,809596.1299999999,141908.66999999998,667687.46,5.13,738303.8700000001,1572368.7,1.942164298636161,812032.22668004,765067.77331996,Efficient
PRJ-2018-002,PRJ-2018-002-SOV-07,4032000,99.9,True,3313289.27,140099.59,3173189.68,4.45,-2439089.27,4027968.0000000005,1.2157006743935763,3316605.8758758754,715394.1241241246,Efficient
PRJ-2018-002,PRJ-2018-002-SOV-08,2652000,99.8,True,2172446.93,139252.61,2033194.32,6.62,-1451046.9299999997,2646696.0,1.2183017975955803,2176800.5310621243,475199.4689378757,Efficient
PRJ-2018-002,PRJ-2018-002-SOV-09,2205000,99.9,True,2024095.52,263598.92,1760496.6,5.08,-1510695.52,2202795.0000000005,1.0882860903718616,2026121.6416416415,178878.3583583585,On Track
PRJ-2018-002,PRJ-2018-002-SOV-10,2768600,97.5,True,837534.5,143884.12999999998,693650.37,3.65,1814965.5,2699385.0,3.2230134997423985,859009.7435897436,1909590.2564102565,Efficient
PRJ-2018-002,PRJ-2018-002-SOV-11,1297300,97.6,True,573845.28,181669.48,392175.8,5.93,705154.72,1266164.8,2.2064567647920708,587956.2295081968,709343.7704918032,Efficient
PRJ-2018-002,PRJ-2018-002-SOV-12,1415600,97.4,False,538233.47,140877.72,397355.75,6.57,288966.53,1378794.4000000001,2.561703195455311,552601.0985626283,862998.9014373717,Efficient
PRJ-2018-002,PRJ-2018-002-SOV-13,699000,97.6,True,43359.9,43359.9,0.0,4.12,438840.1,682224.0,15.733984626348308,44426.12704918033,654573.8729508197,Efficient
PRJ-2018-002,PRJ-2018-002-SOV-14,598000,97.9,True,34676.27,34676.27,0.0,5.29,523723.73,585442.0,16.88307306408677,35420.09193054136,562579.9080694587,Efficient
PRJ-2018-002,PRJ-2018-002-SOV-15,470600,97.6,True,45692.09,45692.09,0.0,8.0,456507.91,459305.6,10.05219065269284,46815.66598360655,423784.33401639346,Efficient
PRJ-2018-003,PRJ-2018-003-SOV-01,846400,100.0,False,323095.50999999995,323095.50999999995,0.0,5.59,511904.4900000001,846400.0,2.619658812343137,323095.50999999995,523304.49000000005,Efficient
PRJ-2018-003,PRJ-2018-003-SOV-02,227600,100.0,False,122832.54,122832.54,0.0,3.69,108067.46,227600.0,1.8529291993799037,122832.54,104767.46,Efficient
PRJ-2018-003,PRJ-2018-003-SOV-03,1127700,99.9,True,512963.67,152880.62,360083.05000000005,4.05,725336.33,1126572.3,2.196202900684955,513477.1471471471,614222.8528528529,Efficient
PRJ-2018-003,PRJ-2018-003-SOV-04,1319900,99.9,True,517381.93,165415.22999999998,351966.7,5.57,712918.0700000001,1318580.1,2.5485623357584215,517899.82982982974,802000.1701701703,Efficient
PRJ-2018-003,PRJ-2018-003-SOV-05,1090900,99.8,True,527889.1699999999,145509.53999999998,382379.63,3.96,523710.8300000001,1088718.2,2.0623991964070796,528947.0641282564,561952.9358717436,Efficient
PRJ-2018-003,PRJ-2018-003-SOV-06,720200,99.8,True,321875.92,83547.98999999999,238327.93,5.25,364024.08,718759.6,2.2330331514081574,322520.9619238477,397679.0380761523,Efficient
PRJ-2018-003,PRJ-2018-003-SOV-07,1413900,99.8,True,1247866.9,82587.84,1165279.06,5.73,-832866.9000000001,1411072.2,1.130787426126937,1250367.635270541,163532.36472945893,On Track
PRJ-2018-003,PRJ-2018-003-SOV-08,1571200,99.8,True,1197615.82,65245.01,1132370.81,5.28,-844615.8200000001,1568057.6,1.3093160375920887,1200015.8517034068,371184.1482965932,Efficient
PRJ-2018-003,PRJ-2018-003-SOV-09,967000,99.9,True,932262.7,183178.93,749083.77,6.31,-669162.7,966033.0000000001,1.0362240171144894,933195.8958958958,33804.10410410422,On Track
PRJ-2018-003,PRJ-2018-003-SOV-10,704900,97.7,True,403779.72,101720.38,302059.34,5.56,419720.28,688687.2999999999,1.7056015096548187,413285.28147389967,291614.71852610033,Efficient
PRJ-2018-003,PRJ-2018-003-SOV-11,349500,97.5,True,225291.66,128815.79,96475.87,5.12,111308.34000000004,340762.5,1.5125393456641936,231068.36923076923,118431.63076923077,Efficient
PRJ-2018-003,PRJ-2018-003-SOV-12,622600,97.6,True,274491.24,77078.51,197412.73,5.45,173108.76,607657.6,2.213759535641283,281241.02459016396,341358.97540983604,Efficient
PRJ-2018-003,PRJ-2018-003-SOV-13,381100,97.8,True,46313.85999999999,46313.85999999999,0.0,2.97,225486.14,372715.8,8.047608210587502,47355.68507157463,333744.31492842536,Efficient
PRJ-2018-003,PRJ-2018-003-SOV-14,290000,97.9,False,46849.58,46849.58,0.0,5.58,277350.42,283910.0,6.060032982152668,47854.525025536255,242145.47497446375,Efficient
PRJ-2018-003,PRJ-2018-003-SOV-15,204100,97.9,False,26443.23,26443.23,0.0,3.03,195656.77,199813.90000000002,7.556334835040955,27010.449438202246,177089.55056179775,Efficient
PRJ-2018-004,PRJ-2018-004-SOV-01,910000,100.0,False,319643.89,319643.89,0.0,5.67,692856.1100000001,910000.0,2.846918175097919,319643.89,590356.11,Efficient
PRJ-2018-004,PRJ-2018-004-SOV-02,281600,100.0,False,124090.87,124090.87,0.0,3.08,160509.13,281600.0,2.269304744176586,124090.87,157509.13,Efficient
PRJ-2018-004,PRJ-2018-004-SOV-03,975600,99.9,False,461319.95,164601.90999999997,296718.04,7.96,500080.0500000001,974624.4000000001,2.1126864337863562,461781.7317317317,513818.2682682683,Efficient
PRJ-2018-004,PRJ-2018-004-SOV-04,1144000,99.7,True,435391.5,144902.9,290488.6,6.71,671008.5,1140568.0,2.6196377283433416,436701.60481444333,707298.3951855567,Efficient
PRJ-2018-004,PRJ-2018-004-SOV-05,1122100,99.9,False,483916.56000000006,163800.53,320116.03,5.47,483983.44,1120977.9000000001,2.316469392987915,484400.96096096095,637699.039039039,Efficient
PRJ-2018-004,PRJ-2018-004-SOV-06,479700,99.8,True,217617.26,84169.06,133448.2,5.77,230782.74,478740.6,2.1999201717731394,218053.36673346694,261646.63326653306,Efficient
PRJ-2018-004,PRJ-2018-004-SOV-07,1829000,99.8,False,1412746.3299999998,84552.4,1328193.93,4.48,-1084646.3299999998,1825342.0,1.292052197367945,1415577.4849699398,413422.5150300602,Efficient
PRJ-2018-004,PRJ-2018-004-SOV-08,1240300,99.8,False,1040829.05,80366.7,960462.35,3.05,-686729.05,1237819.4,1.1892629245888169,1042914.8797595191,197385.12024048087,Efficient
PRJ-2018-004,PRJ-2018-004-SOV-09,668800,99.7,True,691062.8,183673.98,507388.82,4.71,-571662.8,666793.6,0.9648813392936213,693142.2266800401,-24342.226680040127,Watch
PRJ-2018-004,PRJ-2018-004-SOV-10,901000,97.4,True,454720.87,100419.82,354301.05,7.33,528479.13,877574.0000000001,1.9299180176181492,466859.20944558515,434140.79055441485,Efficient
PRJ-2018-004,PRJ-2018-004-SOV-11,386000,97.4,True,308700.19999999995,140240.27,168459.93,5.53,143099.80000000005,375964.00000000006,1.2178936068068635,316940.65708418883,69059.34291581117,Efficient
PRJ-2018-004,PRJ-2018-004-SOV-12,511100,97.7,True,250295.32,88863.37999999999,161431.94,5.87,112204.68,499344.7,1.9950221202697678,256187.6356192426,254912.3643807574,Efficient
PRJ-2018-004,PRJ-2018-004-SOV-13,407900,97.8,True,43618.45,43618.45,0.0,8.2,246281.55,398926.2,9.145813296896154,44599.64212678937,363300.3578732106,Efficient
PRJ-2018-004,PRJ-2018-004-SOV-14,247500,97.9,True,34159.13,34159.13,0.0,6.67,202540.87,242302.50000000003,7.093345175945641,34891.85903983656,212608.14096016344,Efficient
PRJ-2018-004,PRJ-2018-004-SOV-15,116400,97.8,True,44197.44,44197.44,0.0,5.99,81602.56,113839.2,2.5756966919350983,45191.656441717794,71208.34355828221,Efficient
PRJ-2018-005,PRJ-2018-005-SOV-01,602100,100.0,False,196186.25,196186.25,0.0,5.78,375313.75,602100.0,3.06902242129609,196186.25,405913.75,Efficient
PRJ-2018-005,PRJ-2018-005-SOV-02,213900,100.0,False,76165.86,76165.86,0.0,3.15,130434.14,213900.0,2.808344841113853,76165.86,137734.14,Efficient
PRJ-2018-005,PRJ-2018-005-SOV-03,837900,99.7,True,391156.19,88347.17,302809.02,3.95,418843.81,835386.3,2.135684724815425,392333.18956870615,445566.81043129385,Efficient
PRJ-2018-005,PRJ-2018-005-SOV-04,897200,99.6,True,489456.85,95226.4,394230.45,6.78,445143.15,893611.2,1.8257200813514,491422.54016064253,405777.45983935747,Efficient
PRJ-2018-005,PRJ-2018-005-SOV-05,764400,99.5,True,326470.31,93798.71,232671.6,4.48,286029.69,760578.0,2.3297003638707605,328110.86432160804,436289.13567839196,Efficient
PRJ-2018-005,PRJ-2018-005-SOV-06,433800,99.5,True,236903.96,54643.78,182260.18,6.19,190796.04,431631.0,1.821966167218142,238094.43216080402,195705.56783919598,Efficient
